125;-1;2009.5;0;817
150;-1;2009.5;0;934
200;-1;2009.5;0;1084
250;-1;2009.5;0;1279
300;-1;2009.5;0;1487
350;-1;2009.5;0;1760
400;-1;2009.5;0;2020
500;-1;2009.5;0;2325
600;-1;2009.5;0;2845
700;-1;2009.5;0;3378
800;-1;2009.5;0;4027
900;-1;2009.5;0;4677
1000;-1;2009.5;0;5327
1200;-1;2009.5;0;6625
1400;-1;2009.5;0;7912
100;-1;2009.5;1;726
125;-1;2009.5;1;856
150;-1;2009.5;1;973
200;-1;2009.5;1;1136
250;-1;2009.5;1;1344
300;-1;2009.5;1;1552
350;-1;2009.5;1;1838
400;-1;2009.5;1;2111
500;-1;2009.5;1;2442
600;-1;2009.5;1;2988
700;-1;2009.5;1;3547
800;-1;2009.5;1;4222
900;-1;2009.5;1;4911
1000;-1;2009.5;1;5587
1200;-1;2009.5;1;6950
1400;-1;2009.5;1;8302
100;0;2011.5;-1;950
125;0;2011.5;-1;1080
150;0;2011.5;-1;1240
200;0;2011.5;-1;1420
250;0;2011.5;-1;1640
300;0;2011.5;-1;1870
350;0;2011.5;-1;2190
400;0;2011.5;-1;2500
500;0;2011.5;-1;2820
600;0;2011.5;-1;3500
700;0;2011.5;-1;4120
800;0;2011.5;-1;4810
900;0;2011.5;-1;5510
1000;0;2011.5;-1;6050
1200;0;2011.5;-1;7480
1400;0;2011.5;-1;8840
100;0;2011.5;0;990
125;0;2011.5;0;1140
150;0;2011.5;0;1300
200;0;2011.5;0;1480
250;0;2011.5;0;1730
300;0;2011.5;0;1960
350;0;2011.5;0;2300
400;0;2011.5;0;2620
500;0;2011.5;0;2950
600;0;2011.5;0;3670
700;0;2011.5;0;4320
800;0;2011.5;0;5050
900;0;2011.5;0;5790
1000;0;2011.5;0;6350
1200;0;2011.5;0;7850
1400;0;2011.5;0;9290
100;0;2011.5;1;1030
125;0;2011.5;1;1190
150;0;2011.5;1;1350
200;0;2011.5;1;1550
250;0;2011.5;1;1810
300;0;2011.5;1;2050
350;0;2011.5;1;2410
400;0;2011.5;1;2740
500;0;2011.5;1;3080
600;0;2011.5;1;3840
700;0;2011.5;1;4510
800;0;2011.5;1;5280
900;0;2011.5;1;6060
1000;0;2011.5;1;6650
1200;0;2011.5;1;8230
1400;0;2011.5;1;9740
100;1;2011.5;-1;1000
125;1;2011.5;-1;1140
150;1;2011.5;-1;1290
200;1;2011.5;-1;1460
250;1;2011.5;-1;1710
300;1;2011.5;-1;1920
350;1;2011.5;-1;2350
400;1;2011.5;-1;2710
500;1;2011.5;-1;3040
600;1;2011.5;-1;3810
700;1;2011.5;-1;4470
800;1;2011.5;-1;5160
900;1;2011.5;-1;5840
1000;1;2011.5;-1;6300
1200;1;2011.5;-1;7730
1400;1;2011.5;-1;9150
100;1;2011.5;0;1040
125;1;2011.5;0;1190
150;1;2011.5;0;1340
200;1;2011.5;0;1530
250;1;2011.5;0;1790
300;1;2011.5;0;2020
350;1;2011.5;0;2460
400;1;2011.5;0;2840
500;1;2011.5;0;3180
600;1;2011.5;0;3990
700;1;2011.5;0;4690
800;1;2011.5;0;5410
900;1;2011.5;0;6120
1000;1;2011.5;0;6610
1200;1;2011.5;0;8110
1400;1;2011.5;0;9610
100;1;2011.5;1;1080
125;1;2011.5;1;1250
150;1;2011.5;1;1400
200;1;2011.5;1;1600
250;1;2011.5;1;1870
300;1;2011.5;1;2110
350;1;2011.5;1;2570
400;1;2011.5;1;2970
500;1;2011.5;1;3320
600;1;2011.5;1;4170
700;1;2011.5;1;4910
800;1;2011.5;1;5650
900;1;2011.5;1;6410
1000;1;2011.5;1;6930
1200;1;2011.5;1;8500
1400;1;2011.5;1;10080
100;-1;2011.5;-1;820
125;-1;2011.5;-1;950
150;-1;2011.5;-1;1070
200;-1;2011.5;-1;1280
250;-1;2011.5;-1;1490
300;-1;2011.5;-1;1720
350;-1;2011.5;-1;2020
400;-1;2011.5;-1;2130
500;-1;2011.5;-1;2590
600;-1;2011.5;-1;3210
700;-1;2011.5;-1;3750
800;-1;2011.5;-1;4430
900;-1;2011.5;-1;5120
1000;-1;2011.5;-1;5640
1200;-1;2011.5;-1;6950
1400;-1;2011.5;-1;8270
100;-1;2011.5;0;860
125;-1;2011.5;0;990
150;-1;2011.5;0;1130
200;-1;2011.5;0;1340
250;-1;2011.5;0;1550
300;-1;2011.5;0;1800
350;-1;2011.5;0;2120
400;-1;2011.5;0;2230
500;-1;2011.5;0;2710
600;-1;2011.5;0;3360
700;-1;2011.5;0;3930
800;-1;2011.5;0;4650
900;-1;2011.5;0;5380
1000;-1;2011.5;0;5910
1200;-1;2011.5;0;7300
1400;-1;2011.5;0;8690
100;-1;2011.5;1;900
125;-1;2011.5;1;1030
150;-1;2011.5;1;1180
200;-1;2011.5;1;1390
250;-1;2011.5;1;1620
300;-1;2011.5;1;1880
350;-1;2011.5;1;2210
400;-1;2011.5;1;2330
500;-1;2011.5;1;2820
600;-1;2011.5;1;3520
700;-1;2011.5;1;4120
800;-1;2011.5;1;4870
900;-1;2011.5;1;5640
1000;-1;2011.5;1;6190
1200;-1;2011.5;1;7650
1400;-1;2011.5;1;9110
100;0;2014.5;-1;950
125;0;2014.5;-1;1080
150;0;2014.5;-1;1240
200;0;2014.5;-1;1420
250;0;2014.5;-1;1640
300;0;2014.5;-1;1870
350;0;2014.5;-1;2190
400;0;2014.5;-1;2500
500;0;2014.5;-1;2820
600;0;2014.5;-1;3500
700;0;2014.5;-1;4120
800;0;2014.5;-1;4810
900;0;2014.5;-1;5510
1000;0;2014.5;-1;6050
1200;0;2014.5;-1;7480
1400;0;2014.5;-1;8840
100;0;2014.5;0;990
125;0;2014.5;0;1140
150;0;2014.5;0;1300
200;0;2014.5;0;1480
250;0;2014.5;0;1730
300;0;2014.5;0;1960
350;0;2014.5;0;2300
400;0;2014.5;0;2620
500;0;2014.5;0;2950
600;0;2014.5;0;3670
700;0;2014.5;0;4320
800;0;2014.5;0;5050
900;0;2014.5;0;5790
1000;0;2014.5;0;6350
1200;0;2014.5;0;7850
1400;0;2014.5;0;9290
100;0;2014.5;1;990
125;0;2014.5;1;1140
150;0;2014.5;1;1300
200;0;2014.5;1;1480
250;0;2014.5;1;1730
300;0;2014.5;1;1960
350;0;2014.5;1;2300
400;0;2014.5;1;2620
500;0;2014.5;1;2950
600;0;2014.5;1;3670
700;0;2014.5;1;4320
800;0;2014.5;1;5050
900;0;2014.5;1;5790
1000;0;2014.5;1;6350
1200;0;2014.5;1;7850
1400;0;2014.5;1;9290
100;1;2014.5;-1;1000
125;1;2014.5;-1;1140
150;1;2014.5;-1;1290
200;1;2014.5;-1;1460
250;1;2014.5;-1;1710
300;1;2014.5;-1;1920
350;1;2014.5;-1;2350
400;1;2014.5;-1;2710
500;1;2014.5;-1;3040
600;1;2014.5;-1;3810
700;1;2014.5;-1;4470
800;1;2014.5;-1;5160
900;1;2014.5;-1;5840
1000;1;2014.5;-1;6300
1200;1;2014.5;-1;7730
1400;1;2014.5;-1;9150
100;1;2014.5;0;1040
125;1;2014.5;0;1190
150;1;2014.5;0;1340
200;1;2014.5;0;1530
250;1;2014.5;0;1790
300;1;2014.5;0;2020
350;1;2014.5;0;2460
400;1;2014.5;0;2840
500;1;2014.5;0;3180
600;1;2014.5;0;3990
700;1;2014.5;0;4690
800;1;2014.5;0;5410
900;1;2014.5;0;6120
1000;1;2014.5;0;6610
1200;1;2014.5;0;8110
1400;1;2014.5;0;9610
100;1;2014.5;1;1080
125;1;2014.5;1;1250
150;1;2014.5;1;1400
200;1;2014.5;1;1600
250;1;2014.5;1;1870
300;1;2014.5;1;2110
350;1;2014.5;1;2570
400;1;2014.5;1;2970
500;1;2014.5;1;3320
600;1;2014.5;1;4170
700;1;2014.5;1;4910
800;1;2014.5;1;5650
900;1;2014.5;1;6410
1000;1;2014.5;1;6930
1200;1;2014.5;1;8500
1400;1;2014.5;1;10080
100;-1;2014.5;-1;820
125;-1;2014.5;-1;950
150;-1;2014.5;-1;1070
200;-1;2014.5;-1;1280
250;-1;2014.5;-1;1490
300;-1;2014.5;-1;1720
350;-1;2014.5;-1;2020
400;-1;2014.5;-1;2130
500;-1;2014.5;-1;2590
600;-1;2014.5;-1;3210
700;-1;2014.5;-1;3750
800;-1;2014.5;-1;4430
900;-1;2014.5;-1;5120
1000;-1;2014.5;-1;5640
1200;-1;2014.5;-1;6950
1400;-1;2014.5;-1;8270
100;-1;2014.5;0;860
125;-1;2014.5;0;990
150;-1;2014.5;0;1130
200;-1;2014.5;0;1340
250;-1;2014.5;0;1550
300;-1;2014.5;0;1800
350;-1;2014.5;0;2120
400;-1;2014.5;0;2230
500;-1;2014.5;0;2710
600;-1;2014.5;0;3360
700;-1;2014.5;0;3930
800;-1;2014.5;0;4650
900;-1;2014.5;0;5380
1000;-1;2014.5;0;5910
1200;-1;2014.5;0;7300
1400;-1;2014.5;0;8690
100;-1;2014.5;1;900
125;-1;2014.5;1;1030
150;-1;2014.5;1;1180
200;-1;2014.5;1;1390
250;-1;2014.5;1;1620
300;-1;2014.5;1;1880
350;-1;2014.5;1;2210
400;-1;2014.5;1;2330
500;-1;2014.5;1;2820
600;-1;2014.5;1;3520
700;-1;2014.5;1;4120
800;-1;2014.5;1;4870
900;-1;2014.5;1;5640
1000;-1;2014.5;1;6190
1200;-1;2014.5;1;7650
1400;-1;2014.5;1;9110
100;0;2017;-1;1050
125;0;2017;-1;1200
150;0;2017;-1;1360
200;0;2017;-1;1480
250;0;2017;-1;1710
300;0;2017;-1;1930
350;0;2017;-1;2220
400;0;2017;-1;2520
500;0;2017;-1;2870
600;0;2017;-1;3550
700;0;2017;-1;4050
800;0;2017;-1;4730
900;0;2017;-1;5410
1000;0;2017;-1;5920
1200;0;2017;-1;7300
1400;0;2017;-1;8620
100;0;2017;0;1100
125;0;2017;0;1250
150;0;2017;0;1410
200;0;2017;0;1550
250;0;2017;0;1790
300;0;2017;0;2010
350;0;2017;0;2320
400;0;2017;0;2640
500;0;2017;0;3000
600;0;2017;0;3710
700;0;2017;0;4250
800;0;2017;0;4960
900;0;2017;0;5680
1000;0;2017;0;6210
1200;0;2017;0;7660
1400;0;2017;0;9060
100;0;2017;1;1140
125;0;2017;1;1290
150;0;2017;1;1470
200;0;2017;1;1610
250;0;2017;1;1870
300;0;2017;1;2090
350;0;2017;1;2420
400;0;2017;1;2760
500;0;2017;1;3130
600;0;2017;1;3890
700;0;2017;1;4450
800;0;2017;1;5190
900;0;2017;1;5950
1000;0;2017;1;6500
1200;0;2017;1;8020
1400;0;2017;1;9490
100;1;2017;-1;1140
125;1;2017;-1;1300
150;1;2017;-1;1460
200;1;2017;-1;1600
250;1;2017;-1;1840
300;1;2017;-1;2060
350;1;2017;-1;2370
400;1;2017;-1;2680
500;1;2017;-1;3060
600;1;2017;-1;3750
700;1;2017;-1;4300
800;1;2017;-1;5010
900;1;2017;-1;5720
1000;1;2017;-1;6260
1200;1;2017;-1;7700
1400;1;2017;-1;9090
100;1;2017;0;1190
125;1;2017;0;1350
150;1;2017;0;1520
200;1;2017;0;1660
250;1;2017;0;1920
300;1;2017;0;2150
350;1;2017;0;2470
400;1;2017;0;2800
500;1;2017;0;3200
600;1;2017;0;3930
700;1;2017;0;4510
800;1;2017;0;5250
900;1;2017;0;6000
1000;1;2017;0;6560
1200;1;2017;0;8090
1400;1;2017;0;9550
100;1;2017;1;1230
125;1;2017;1;1390
150;1;2017;1;1580
200;1;2017;1;1730
250;1;2017;1;2000
300;1;2017;1;2250
350;1;2017;1;2570
400;1;2017;1;2920
500;1;2017;1;3330
600;1;2017;1;4100
700;1;2017;1;4710
800;1;2017;1;5490
900;1;2017;1;6290
1000;1;2017;1;6860
1200;1;2017;1;8470
1400;1;2017;1;10000
100;-1;2017;-1;1010
125;-1;2017;-1;1140
150;-1;2017;-1;1280
200;-1;2017;-1;1410
250;-1;2017;-1;1630
300;-1;2017;-1;1820
350;-1;2017;-1;2090
400;-1;2017;-1;2380
500;-1;2017;-1;2710
600;-1;2017;-1;3350
700;-1;2017;-1;3840
800;-1;2017;-1;4470
900;-1;2017;-1;5120
1000;-1;2017;-1;5610
1200;-1;2017;-1;6910
1400;-1;2017;-1;8170
100;-1;2017;0;1040
125;-1;2017;0;1190
150;-1;2017;0;1340
200;-1;2017;0;1470
250;-1;2017;0;1700
300;-1;2017;0;1910
350;-1;2017;0;2190
400;-1;2017;0;2490
500;-1;2017;0;2840
600;-1;2017;0;3510
700;-1;2017;0;4020
800;-1;2017;0;4690
900;-1;2017;0;5370
1000;-1;2017;0;5880
1200;-1;2017;0;7260
1400;-1;2017;0;8580
100;-1;2017;1;1080
125;-1;2017;1;1240
150;-1;2017;1;1400
200;-1;2017;1;1540
250;-1;2017;1;1780
300;-1;2017;1;1990
350;-1;2017;1;2290
400;-1;2017;1;2600
500;-1;2017;1;2970
600;-1;2017;1;3670
700;-1;2017;1;4200
800;-1;2017;1;4910
900;-1;2017;1;5620
1000;-1;2017;1;6160
1200;-1;2017;1;7600
1400;-1;2017;1;8990
