100;0;2008;-1;652
125;0;2008;-1;761
150;0;2008;-1;859
200;0;2008;-1;964
250;0;2008;-1;1134
300;0;2008;-1;1293
350;0;2008;-1;1525
400;0;2008;-1;1757
500;0;2008;-1;1994
600;0;2008;-1;2438
700;0;2008;-1;2927
800;0;2008;-1;3445
900;0;2008;-1;3966
1000;0;2008;-1;4366
1200;0;2008;-1;5424
1400;0;2008;-1;6463
100;0;2008;0;681
125;0;2008;0;794
150;0;2008;0;906
200;0;2008;0;1011
250;0;2008;0;1193
300;0;2008;0;1362
350;0;2008;0;1600
400;0;2008;0;1839
500;0;2008;0;2097
600;0;2008;0;2568
700;0;2008;0;3070
800;0;2008;0;3623
900;0;2008;0;4165
1000;0;2008;0;4594
1200;0;2008;0;5702
1400;0;2008;0;6801
100;0;2008;1;713
125;0;2008;1;835
150;0;2008;1;944
200;0;2008;1;1061
250;0;2008;1;1244
300;0;2008;1;1427
350;0;2008;1;1671
400;0;2008;1;1927
500;0;2008;1;2201
600;0;2008;1;2692
700;0;2008;1;3217
800;0;2008;1;3796
900;0;2008;1;4365
1000;0;2008;1;4815
1200;0;2008;1;5979
1400;0;2008;1;7135
100;1;2008;-1;763
125;1;2008;-1;861
150;1;2008;-1;971
200;1;2008;-1;1121
250;1;2008;-1;1292
300;1;2008;-1;1463
350;1;2008;-1;1765
400;1;2008;-1;2034
500;1;2008;-1;2320
600;1;2008;-1;2903
700;1;2008;-1;3416
800;1;2008;-1;3936
900;1;2008;-1;4432
1000;1;2008;-1;4816
1200;1;2008;-1;5912
1400;1;2008;-1;6974
100;1;2008;0;790
125;1;2008;0;895
150;1;2008;0;1007
200;1;2008;0;1173
250;1;2008;0;1355
300;1;2008;0;1523
350;1;2008;0;1850
400;1;2008;0;2130
500;1;2008;0;2431
600;1;2008;0;3034
700;1;2008;0;3578
800;1;2008;0;4118
900;1;2008;0;4647
1000;1;2008;0;5043
1200;1;2008;0;6202
1400;1;2008;0;7315
100;1;2008;1;824
125;1;2008;1;934
150;1;2008;1;1044
200;1;2008;1;1219
250;1;2008;1;1414
300;1;2008;1;1585
350;1;2008;1;1924
400;1;2008;1;2229
500;1;2008;1;2539
600;1;2008;1;3169
700;1;2008;1;3743
800;1;2008;1;4299
900;1;2008;1;4855
1000;1;2008;1;5276
1200;1;2008;1;6490
1400;1;2008;1;7658
100;-1;2008;-1;564
125;-1;2008;-1;662
150;-1;2008;-1;759
200;-1;2008;-1;864
250;-1;2008;-1;1034
300;-1;2008;-1;1193
350;-1;2008;-1;1400
400;-1;2008;-1;1620
500;-1;2008;-1;1845
600;-1;2008;-1;2242
700;-1;2008;-1;2668
800;-1;2008;-1;3176
900;-1;2008;-1;3684
1000;-1;2008;-1;4091
1200;-1;2008;-1;5094
1400;-1;2008;-1;6073
100;-1;2008;0;595
125;-1;2008;0;693
150;-1;2008;0;791
200;-1;2008;0;911
250;-1;2008;0;1079
300;-1;2008;0;1247
350;-1;2008;0;1472
400;-1;2008;0;1696
500;-1;2008;0;1941
600;-1;2008;0;2357
700;-1;2008;0;2801
800;-1;2008;0;3341
900;-1;2008;0;3870
1000;-1;2008;0;4306
1200;-1;2008;0;5349
1400;-1;2008;0;6380
100;-1;2008;1;625
125;-1;2008;1;723
150;-1;2008;1;832
200;-1;2008;1;949
250;-1;2008;1;1132
300;-1;2008;1;1303
350;-1;2008;1;1547
400;-1;2008;1;1779
500;-1;2008;1;2028
600;-1;2008;1;2472
700;-1;2008;1;2934
800;-1;2008;1;3502
900;-1;2008;1;4059
1000;-1;2008;1;4516
1200;-1;2008;1;5613
1400;-1;2008;1;6687
100;0;2009.5;-1;767
125;0;2009.5;-1;897
150;0;2009.5;-1;1027
200;0;2009.5;-1;1151
250;0;2009.5;-1;1359
300;0;2009.5;-1;1541
350;0;2009.5;-1;1814
400;0;2009.5;-1;2087
500;0;2009.5;-1;2392
600;0;2009.5;-1;2938
700;0;2009.5;-1;3526
800;0;2009.5;-1;4160
900;0;2009.5;-1;4784
1000;0;2009.5;-1;5421
1200;0;2009.5;-1;6716
1400;0;2009.5;-1;8016
100;0;2009.5;0;806
125;0;2009.5;0;936
150;0;2009.5;0;1079
200;0;2009.5;0;1203
250;0;2009.5;0;1424
300;0;2009.5;0;1619
350;0;2009.5;0;1905
400;0;2009.5;0;2191
500;0;2009.5;0;2509
600;0;2009.5;0;3094
700;0;2009.5;0;3708
800;0;2009.5;0;4368
900;0;2009.5;0;5031
1000;0;2009.5;0;5694
1200;0;2009.5;0;7067
1400;0;2009.5;0;8432
100;0;2009.5;1;845
125;0;2009.5;1;975
150;0;2009.5;1;1131
200;0;2009.5;1;1255
250;0;2009.5;1;1489
300;0;2009.5;1;1697
350;0;2009.5;1;1996
400;0;2009.5;1;2295
500;0;2009.5;1;2626
600;0;2009.5;1;3250
700;0;2009.5;1;3890
800;0;2009.5;1;4576
900;0;2009.5;1;5278
1000;0;2009.5;1;5967
1200;0;2009.5;1;7418
1400;0;2009.5;1;8848
100;1;2009.5;-1;881
125;1;2009.5;-1;1011
150;1;2009.5;-1;1128
200;1;2009.5;-1;1311
250;1;2009.5;-1;1519
300;1;2009.5;-1;1714
350;1;2009.5;-1;2085
400;1;2009.5;-1;2397
500;1;2009.5;-1;2740
600;1;2009.5;-1;3456
700;1;2009.5;-1;4070
800;1;2009.5;-1;4693
900;1;2009.5;-1;5291
1000;1;2009.5;-1;5889
1200;1;2009.5;-1;7248
1400;1;2009.5;-1;8574
100;1;2009.5;0;920
125;1;2009.5;0;1050
150;1;2009.5;0;1180
200;1;2009.5;0;1363
250;1;2009.5;0;1584
300;1;2009.5;0;1792
350;1;2009.5;0;2176
400;1;2009.5;0;2514
500;1;2009.5;0;2870
600;1;2009.5;0;3612
700;1;2009.5;0;4265
800;1;2009.5;0;4914
900;1;2009.5;0;5551
1000;1;2009.5;0;6175
1200;1;2009.5;0;7612
1400;1;2009.5;0;9003
100;1;2009.5;1;959
125;1;2009.5;1;1089
150;1;2009.5;1;1232
200;1;2009.5;1;1415
250;1;2009.5;1;1649
300;1;2009.5;1;1870
350;1;2009.5;1;2267
400;1;2009.5;1;2631
500;1;2009.5;1;3000
600;1;2009.5;1;3781
700;1;2009.5;1;4460
800;1;2009.5;1;5135
900;1;2009.5;1;5811
1000;1;2009.5;1;6461
1200;1;2009.5;1;7976
1400;1;2009.5;1;9432
100;-1;2009.5;-1;674
125;-1;2009.5;-1;778
150;-1;2009.5;-1;895
200;-1;2009.5;-1;1032
250;-1;2009.5;-1;1214
300;-1;2009.5;-1;1422
350;-1;2009.5;-1;1682
400;-1;2009.5;-1;1929
500;-1;2009.5;-1;2208
600;-1;2009.5;-1;2702
700;-1;2009.5;-1;3209
800;-1;2009.5;-1;3832
900;-1;2009.5;-1;4456
1000;-1;2009.5;-1;5067
1200;-1;2009.5;-1;6300
1400;-1;2009.5;-1;7522
100;-1;2009.5;0;700
